ID,English,Others,
boy2idle3,真理！我等了一周就为了操你的小屁屁。我吃了一颗伟哥要干你好几个小时。快点啊混蛋！我等不及了。,"Mariko! I waited a week to fuck your sweet ass. I have popped up a Viagra pill to fuck you for hours. Hurry up, you bastard! I can't wait for my turn.",
boy2idle4,她连叫都不叫！把你那小鸡巴拿开。我来教你怎么干女人。,She is not even moaning! Get your small cock away from her. I will show you how to fuck a women.,
boy2idle5,她就是个蠢婊子！几天前我们全班都上了她。她所有的洞都被我们的精液灌满了。你真该看看她那副样子。,She is a dumb bitch! Our entire class railed her few days ago. All of her holes were overflowing with our jeez. You should have seen her like that.,
boy2fucking1,哦……操！我等了整整一周才操到。我干她的时候别打扰我。,Oh.. fuck! I waited to fuck for a whole week. Don't disturb me while I'm plowing her.,
boy2fucking2,你想下一个操她吗？想做的话就用套。我多一个，200金币。,Do you want fuck her next? If you thought if doing it then use a condom. I have one extra for 200 coins.,
boy2fucking3,来啊你这个蠢婊子！我想听你可爱的叫床声。让我看看你有多享受我的大鸡巴。,Come on you stupid bitch! I wanna hear your cute love moans. Show me you are enjoying my mighty cock.,
boy2fucking4,哦……真希望是纯纱代替她。我想狠狠操那个屁股。我听传言说有个叫増夫的学长每天和她上床。走运的混蛋！要是他像香那样就好了。我们每周就有新的漂亮女孩可以操了。,Oh... I wish it was Mrs. Sakurai in her place. I wanna to ram into that ass. I have heard rumours of a senior student called Masuo sleeping with her everyday. Lucky bastard! I wish he was more like Kunio. We would have a new pretty girl to fuck every week.,
boy2fucking5,嘿，我记得你。你就是那个猎鬼的。那个混蛋増夫看到真鬼之后吓得拉裤子就辞职了，所以现在副校长雇了你。真希望留美亚那女孩还在干这行。为了她我愿意变成鬼。,"Hey, I remember you. You are that ghost hunter guy. That bastard Karasuyama shit is pants after seeing a real ghost and quit this job so now our vice principle has hired you. I wish that girl Rumia was still into this business. I would have love to become a ghost for her.",
boy2done1,啊……纯纱！我好想操你。请像骑那个混蛋増夫一样骑我的鸡巴吧。,Ahhh.... Mrs. Sakurai! I wanna fuck you so bad. Please ride my cock like you ride that bastard Karasuyama’s.,
boy2done2,你那什么表情？你在生我们的气？嗯……这是她想要的。对吧真理……你不想每天都被我们所有人操吗？,What's with that look? Are you angry at us? Well... it's what she wants. Right Mariko… Don't you want to be railed by all of us everyday?,
boy2done3,嘿，我知道……你是瑞希·索耶的朋友对吧。你和她上过床吗？没有……哦，我想知道操她是什么感觉。或者弄到她的视频也行。,"Hey, I know... You are friends with Anko Sato right. Did you every slept with her? No... Oh, I wanted to hear how it feels to fuck her. Or probably get a video of her.",
boy2done4,你知道那部叫'后穴五十日'的电影吗？我怀疑我们的老师纯纱在里面演了主角。她被一个帅气的肌肉男干……呃……虽然没我帅。在那部电影里除了我没人认得出她。,Do you know the movie named '50 Days Anal Sex'? I suspect our teacher Mrs. Sakurai played lead role in it. She gets fucked by a handsome muscular dud... uhhh... not as handsome as me though. No one could recognize her in that movie but me.,
boy2done5,蠢婊子中了她花花公子男朋友的圈套。现在她正在付出代价，每天被各种洞灌满。,Stupid bitch fell of her playboy boyfriend's tricks. Now she is paying price by getting her holes filled everyday.,
boy2done6,我得说，你操得真棒！他的鸡巴让你高潮了吗？你一定还想要。嘿再操她一次。套100金币卖你。疯狂地操那个小穴吧。,"I must say, you fucked her real good! Did his dick make you cum? You must want more of it. Hey fuck her once again. I will give you condoms for 100 coins. Fuck that pussy like crazy.",
marikoidle1,求你了，不要！我不想做！,"Please, don't! I don't wanna do it!",
marikoidle2,求你了，放我走吧。我会跑到很远的地方，谁也找不到我。,"Please, let me go. I will run so far away that no one will ever find me.",
marikoidle3,我想回到过去再见妈妈一面。我受不了这样活着了。,I wanna go back in time and meet my mother again. I can’t bear to live like this.,
marikoidle4,先生，求你了……别信他们说的话。我不喜欢他们对我做的事。求你了，如果一个金发男生问起我的下落，就说你从没见过我。,"Mister, please.... Don't believe in the word they say. I don't like what they have been doing to me. Please, if a blonde guy ask about my whereabouts tell him you never seen me.",
marikoidle5,我求你了！请不要这样对我。我不想做任何人的性奴。,I'm begging you! Please don't do this to me. I don't wanna be anyone's sex slave.,
marikolost1,这世界太残酷了。我遇到的每个人都是怪物。你们就喜欢这样摧毁我的意志。你们就喜欢看我受伤。,The world is cruel place. Everyone I've ever met is a monster. You love to break my spirit like this. You love it when I'm hurt.,
marikolost2,为什么我愚蠢地以为陌生人会帮我？连我自己的父亲都蹂躏了我的身体。,Why my foolish mind thought a stranger would help me? When even my own father ravaged my body.,
marikolost3,我不再相信任何人了。所有人都是怪物。我不想再活在这个噩梦里了。我想回到妈妈还活着的时候。,I no longer have faith in anyone. Everyone is a monster. I don't wanna live in this nightmare any more. I wanna go back in the past when my mother was alive.,
marikolost4,妈妈……我好想你。我想和你在一起。,Mother... I miss you so much. I wanna be with you.,
marikolost5,我曾希望你会不一样，但你们男生都一样。那张脸背后都是怪物。就让我这样吧。,I was hoping you would be different but you boys are all the same. A monster behind that face. Just leave me like this.,
marikotedsex1,求你不要……别……啊……别再撞我了！,Please no.... don't.... ah.... Stop pounding me!,
marikotedsex2,我求你了……求求你……停下来……好疼！,I'm begging you... please... stop it... It hurts!,
marikotedsex3,啊……啊……啊……哈……求……你会把我弄坏的……,Ahh... ahh.... ah... hah..... Plea..... you will break me...,
marikotedlostsex1,随你怎样吧……我已经不在乎了。,Do what you desire... I no longer care any more.,
namefaith1,女孩：,Girl :,
namefaith2,真理：,Mariko :,
tedfaithnoprotection1,唔……她看起来好可爱……我现在就想操她，但我没有200金币买套。,Hhhh..... She is looking so cute.. I wanna fuck her right now but I don't have 200 coins money to buy a condom.,
tedfaithnoprotection2,太棒了！不知道为什么我还想再操她一次。来吧，我应该至少有100金币再买一个套。,That was amazing! For some I wanna fuck her more. Come on I should have at least 100 coins to buy another condom.,
tedfuckspottalk,看看这地方。墙上溅满了精液臭死了。这地方一定经常被用来做爱。,Look at this place. It stinks because of all the cum splattered on the wall. This place must be used a lot for sex.,
tedcollegenoticread1,哈哈……这所大学的女生也在为一疯狂。如果我们在这里办棒球赛，瑞希肯定得紧张了。她会盯紧任何想接近他的女生。,Hajime is being a chick magnet. Nothing special about this image.,
tedcollegenoticread2,前任猎鬼者増夫宣布退休，呼吁其他人接手。我自己本来不想干的，但月子说可以靠操鬼魂来驱逐它们我就答应了嘿嘿……,He retired? Seems like tired of fucking ghosts. Well he gets to fuck anyone he wants with that ring so no wonder he lost interest in ghosts.,
tedcollegenoticread3,原来留美亚经常来这所大学。这所大学名声不太好，但我知道留美亚不是那种女孩。也许她男朋友在这所大学上学。不知道那个幸运儿是谁。,Reiko acts like a nice girl but Tsukiko told me how much slutty she acts with her boyfriend. Guess the shy ones are into most sexually depraved behaviour.,
tedcollegenoticread3a,以前我超想和留美亚做爱，但现在我看上这所大学的那个老师了。她是我见过最漂亮的女人。,Reiko lost Wish to Fuck competition to Junsa this year. Looks like she met her match.,
tedcollegenoticread4,我超爱她的漫画。真希望能见到她本人，问问接下来的剧情。,Photo of Aoi getting praised for her manga.,
tedcollegenoticread5,对，我记得看过那一集。那个女孩在她耳边说了什么之后她就开始输了。感觉像是故意输的。,She sold her ass to a boy for 5000 coins and a job at this college. Now she invites that boy to fuck her in her house.,
tedcollegenoticread5a,在那个节目里操她的人真是走运！我愿意花5000金币和她做爱嘿嘿……,Well 5000 coins for that as is a steal. She should get a million for that hahah....,
tedcollegenoticread6,讲的是一个女孩在一楼楼梯间被全班人操的故事。,You will find a girl getting fucked under first floor stairwell after you catch the ghost. You can try fucking her or help her when you meet her someplace else.,
tedcollegenoticread7,上面写着让你妈远离这个变态。,Momoko getting some couple’s discount with the help of Masuo.,
tedcollegenoticread8,常春最强排球队。不得不说，都是漂亮姑娘。,Photo from Momoko's phone in Magic Ring.,
tedcollegenoticread9,有人看到一个鬼魂带走了这个女孩。哦，我听说过这个故事。据说那天晚上之后出现的血殇玛丽安鬼魂就是这个女孩。玛丽安·希尔福德。,"Magic Ring, get Momoe a college uniform and refuse to go with her she becomes a ghost.",
tedcollegenoticread10,迪米的妹妹好像是増夫的粉丝。我看过他们在男更衣室里搞。不知道迪米知不知道。,Tatsuka being a good friend to Masuo and offering her ass to him for his pleasure.,
tedcollegenoticread11,香的妹妹是出了名的公交车。来者不拒。嗯……她很漂亮。我想亲自见见她。,Find Masuo in apartment level and talk to him until he tell you about this girl. Then you can meet her in college level and fuck her.,
tedcollegenoticread12,一个学生看到八尺夫人在激烈的性爱后把他朋友的鸡巴扯了下来。他呼吁猎鬼者为了大家的安全抓住她。,It's one of the ghost that appear in both ghost hunting games.,
tedcollegenoticread13,只是一篇关于如何进行鬼魂挑衅仪式的文章。,Yoshimi's plan to keep Masuo away from her mother.,
tedcollegenoticread14,上面说拓输给了这个女孩。以她的技术可以成为世界冠军。,Photo of Hitomi playing tennis.,
tedcollegenoticread15,有人做了一个以留美亚为主角的僵尸游戏。我还没玩过。,I might add this minigame to Magic Ring - CB.,
tedcollegenoticread16,瑞希在那个女孩说她男朋友坏话之后跟人打了一架。我知道那天瑞希有多生气。,Tatsuka got her ass handed to her by Anko after she talked bad about Anko's boyfriend.,
tedfaithnastydesk,呃……这张桌子上写了好多恶心的话。可怜的女孩……不知道那个女孩是怎么面对这一切的。,Ugh.... So many nasty things are written on this table. Poor girl... I wonder how that girl is dealing with all this.,
tedrosedesk,该死！我以为她桌子底下有她的辣照，结果全是香理餐厅的食物照片和一封信。,Damn it! I thought she have some spicy photos of her under her desk but it's all just images of food from Kara's restaurant and a letter.,
tedpraisepaint1,原来这些是葵小姐的其他作品。不知道为什么没有被做成正式漫画。,So these are other works from Ms. Aoi. I wonder why these were never made into official mangas.,
tedpraisepaint2,太棒了！这幅贝莉的同人画看起来好逼真。,Picture of Reiko getting a creampie.,
tedpraisepaint3,有人是大的粉丝。瑞希听了可不会高兴。,Photo of Hajime playing baseball.,
tedpraisepaint4,一幅女人的画像，上面写着'世界上最好的人'。,Photo of Momoko coming home after getting groceries.,
tedtalkunderflowmanga,很高兴看到有人和我一样为这部漫画疯狂。我听说有真人版改编，漫画作者本人出演主角。,Happy to see someone else is as crazy as me for this manga. I heard there’s a live action adaptation with author of that manga as a lead role.,
tedarteachpaint,我记得在这所大学的广告上看过这张照片。因为她，这所大学的艺术生数量暴增。,I remember seeing this photo on an advert for this university. There was a surge in number of art students in this university because of her.,
tedarteachpainta,她太他妈性感了。如果入学就能跟她肛交的话。我会包下所有名额操她屁股一整年。嗯，我随时可以报名这所大学试试。,"She is fucking hot. If they were offering anal sex with her for an admission in this college. I would have taken all the sits and fucked her ass for whole year. Well, I can always enroll in this university and try.",
toriintro1,什么！它怎么进来的？嗯……你看起来……（笑……）嘿俊夫，看这个白痴装猎鬼者。我觉得他不是来抓鬼的，是来被鬼抓的。喂你……不知道吗？想抓鬼得穿和我一样颜色的衣服。,"What the... Toshio, look! This guy looks like a ghost hunter. Do you think we should ask his assistance?",@NEW
toritalk1,你长得有点像她哥哥。刚才吓了我一跳你知道吗。她哥哥要是知道我在婚前和她做爱会揍我的。,"You look liker her brother. He wouldn't be seeing making his sister my cumslut. Well, she is the one who sells her ass to me for money.",@NEW
toritalk2,我在电影里看到过这个姿势。很有名的一个。男主在这个场景之后爱上了反派。我和俊夫打赌说瑞克这么做是因为想和真澄上床。现在他们正式在一起了，我说对了吧嘿嘿……,Toshio likes to make sure his balls are empty before we go inside. He says it makes him stay focused. But we still fail because by the time he is done ghosts gets bored and leave the site.,@NEW
toritalk3,该死！我们操了一整晚。俊夫，你今晚不是射在我里面八次了吗？我们快没钱了，要想拿到报酬就得抓到那个鬼魂。,Toshio can we do the sex later? If I don't get paid tonight I will have to sell my ass to buy equipment. Please... I will not ask you for any money I promise.,
toritalk4,我？我和朋在一起负责设备。我很擅长这些。朋当诱饵，我用工具抓鬼。,Me? I do all the work. There's no Rumia or Masuo in this universe to teach this bitch. I'm proficient in ghost hunting so banish them while she baits them with her huge ass.,@NEW
toritalk5,我知道你在想什么。我们可以做的你知道……但不是现在。俊夫在的时候不行。他会吃醋。,Why are you staring at my breasts? Do you wanna feel them? Well... go ahead. I don't charge or fondling my breast. If you want to stick your cock between them then it's gonna charge you.,@NEW
nametori,朋：,Tomori :,
nameleon,俊夫：,Toshio :,
namejudy,纯纱：,Mrs. Sakurai :,
judypastintro1,噢……她的小穴最棒了。我可以——搞什么！你怎么进来的？凉子！你忘了锁门吗？,Ohh... her pussy is the best. I could- what the..! How did you get in? Ryoko! Did you forgot to lock the door?,
judypastintro2,你知道我的名字？我很惊讶。我在节目里从来没用过真名，我们也没见过面。我们有共同认识的人吗？,You know my name! I'm surprised. I never used my real name on the show and we never met before. Do we have any mutual acquaintance?,
judypastintro3,月子！我不记得认识叫这个名字的人。等等……我明白了。你来自未来。你和我们一样穿越到了这一年。不知道你是怎么做到的。总之……很高兴认识你，呃……太一……好吧。,"Tsukiko! I don't recall I don’t recall banging anyone with that name but thanks for the head up. Anyway... nice meeting you, uh.... Ted... alright.",
judypastintro4,我从下午就开始操她了。快凌晨12点了我还不觉得累。不知道凉子为什么让我操到凌晨2点。,I’ve been fucking her since afternoon. It’s almost 10 PM and I’m still not tired of banging her. I don’t know why Ryoko wants me to fuck her until 12 AM.,
judypasttalk1,什么！留美亚和我帮了你第一次猎鬼调查。所以凉子确实把我拖进了猎鬼这行。她说我只是帮留美亚打打下手就好了。说到她，我很惊讶她居然帮了别人。,"What! Rumia and I helped you for your first ghost hunting investigation. So Ryoko did dragged me into ghost hunting. She said it would be fine if I just assisted Rumia. Speaking of her, I surprise she actually helped someone.",
judypasttalk2,我知道凉子不会付她承诺的一百万金币的。她在钱方面有点抠。我希望她能让我留在这里，因为我已经爱上纯纱了。,I know Ryoko is not going to pay me the million coins she promised. She is a bit stingy with money. I hope she will let me stay here because I’ve fallen in love with Junsa.,
judypasttalk3,她是我们的新美术老师。我经常和她做爱但她只让我操她屁股。凉子说如果我回到过去就可以操她的小穴，我就同意了她的计划。,She is our new art teacher. I have sex with her all the time but she’d only let me fuck her ass. When Ryoko said I can fuck her pussy if I got back in the past I agreed to her plan.,
judypasttalk4,所以你可以按需修改那些传送门。我一定是从别人那里学来的，因为连凉子都不知道这个。,So you can modify those portals as you need. I must have learned it from someone else since not even Ryoko knows about it.,
judypasttalk5,请不要告诉任何人这里发生的事。如果有人发现我在学校里做爱，我会被处分的。,Please don’t tell anyone what’s going on in here. If anyone find out I’m having sex in college premises I will be reprimanded.,
judypasttalk6,我不知道这个男孩暗恋我。我把他错认成我的老师増夫先生了。我很高兴找到了爱情，因为朋友们总是取笑我说我会单身太久，因为遇到的男生都会以为我有男朋友。,Masuo’s father works as a teacher here for a few years. You can meet him but he can’t tell him you are his son like you tell his mother.,
judypasttalk7,我不相信他，直到那个女孩给我看了一张我和我老公在小巷里做爱的照片。看来即使过了这么多年我们性生活还是很活跃。,I didn’t believe him until that girl showed me a picture of me having sex with my husband in an alley. Looks like we are quite sexually active even after all those years.,
judypasttalk8,我想马上嫁给他，但这个女孩说我们应该等一段时间。她是不是想抢我的老公？,I want to marry him right away but this girl is saying we should wait it out for sometime. Is she planning to steal my husband from me?,
judypasttalk7a,（倒吸一口气……）你在未来操过我的屁股……不……我怎么会和别人做这种淫荡的事？我不信你。什么？太奇怪了！为什么会有我的充气娃娃？哦，原来我也是个演员！,"(Gasp...) You fucked my ass in the future.... No... why would I do such lewd act with someone else? I don't believe you. What? That’s strange! Why would there be a sex doll of me? Oh, so I’m an actress too!",
ryokointro1,搞什么……我确定锁了门。你怎么进来的？好吧，既然你什么都看到了，别告诉任何人这里发生的事。,"What the... I'm sure I locked the door. How did you get inside? Well, now that you have seen everything, don't tell anyone about what's happening here.",
ryokointro2,所以你来自未来？我不意外。以这个笨蛋増夫的粗心程度，我知道迟早有人会撞见这些的。嗯，你只要再碰一下那些印记就能回去了。,"So you are from future? I not surprised. With how clumsy this idiot Masuo is, I knew someone would stumble up on one these some day. Well, you can go back the way you came just by touching those signs again.",
ryokotalkpast1,嗯，我也来自未来。只是确保过去的事情按该发生的轨迹发展。我不担心你会做什么，因为如果你搞乱了过去的事，我会知道的。,"Well I’m from future too. Just making sure things in the past happen as they should. I’m not worried about you doing any thing because if you fuck up things in the past, I will know.",
ryokotalkpast2,他必须操这个女孩操到午夜，这样她才不会落到坏人手里。我得让她以为他真的是她来自未来的丈夫，不然我的计划没法继续。,I want him to fuck this chick until mid night so she will not end up becoming cum slut for her friends and marry that bastard Sakurai.,
ryokotalkpast3,喂，你！确保这是你最后一次使用这个传送门。如果我发现你再用一次，你就麻烦大了。,"Hey, you! Make sure this is the last time you have used this portal. If I find out you have used it again you are going to be in a big problem.",
ryokotalkpast4,増夫，你要是停一秒我们的交易就取消。想想看……他那么享受操她的小穴，我想我根本不需要付钱了。,"Masuo, I’m not gonna pay you a single coin since I’m doing you a favor by letting you enjoy Mrs. Sakurai’s pussy for the first time.",
ryokotalkpast5,别担心纯纱，这孩子不会告诉任何人的。你的秘密在我们这里很安全。现在好好伺候你未来的老公，不然他就要喜欢我了。稍微威胁她一下让她紧张一下嘿嘿……,Don’t worry Junsa! Nobody cares if you fuck in college premises. Now focus on pleasing your husband or I’ll steal him away from you. Had threaten her a little so she will not  hesitate even for a bit.,
tedunderflowmanga,这是什么！好像有人在基于Underflow漫画做游戏。太酷了！我迫不及待等它发布。,What's this! It appears someone is making a game based on Underflow manga. That's so cool! I'm eagerly waiting for it to launch.,
tedhaileycollege,天哪！自从传言说瑞希被选中出演Golden Ring后，她的人气暴增。她一刻都没有离开过角色。,Man! Anko’s popularity has grown exponentially after the rumour of her being casted in Golden Ring. She is not leaving her character even once.,
tedbailygame,有人和我一样是贝莉大冒险的超级粉丝。让我看看他失败了几次。什么！她一次都没被打倒过。这家伙是高手啊。,Someone is big fan of Bailey's Adventure like me. Let me see how many times he has failed. What the! She wasn't knocked down once. This guy is an expert.,
izumiintro1,搞什么鬼！我怎么到这里来了？你……（倒吸一口气……）太一……你还活着。这个世界……不再破碎了。等等！我一定是穿越到了别的世界。我确定。,What the fuck! I was finally able to confront that bastard and I teleported to this world? Did you do this other Taichi?,
izumiintro2,哈！我感应到远处有两个强大的怪物，近处有一个弱的。太一，让我先解决它们再聊。小心点！,Wait! I feeling like two strong monsters are breeding. Let me look into this. I will be back once I taken care of them. Take care!,
kuniointro1a,哈！你不是这所大学的人。等等……你就是他们雇的猎鬼者。干完活了？没有。那就去干副校长雇你干的活。,Huh! You are not from this university. Wait.... you that ghost hunter they hired. Done with the work? No. Then go do the job vice principle has hired you to do.,
kuniointro1b,哈！你不是这所大学的人。等等……你就是他们雇的猎鬼者。干完了？太好了！我们终于可以无忧无虑地开性爱派对了。,Huh! You are not from this university. Wait.... you that ghost hunter they hired. Done with the work? Good! We can finally have sex orgy without any worries.,
kuniointro2a,你现在不是还有别的事要做吗，比如去抓那个该死的鬼？,Catch the ghost so this conversation can move ahead.,
kuniointro2b,哦……看看你。你看着我干这个妞看得欲火焚身了吧。抱歉这两个女孩现在都忙着，但还有一个如果你想加入的话。这是我让晚上做爱更安全最起码能做的。但那个蠢婊子不回我任何消息。她现在在吸谁的鸡巴呢？,Ohhh... look at you. You are horny watching me banging this chick. Sorry both or these girls are busy at the moment but there's one if you wanna join in on the fun. That's the least I can do to make it safer to fuck at night. But unfortunately that dumb bitch is not replying to any of my texts. Who’s cock is sucking at the moment?,
kuniointro3,对了，我叫香。我来帮你打电话给那个骚货。快接快接。她不接电话。我给她留个语音。'嘿，你个骚货！你死哪儿去了？你想让我把你吸鸡巴的视频发出去吗？赶紧滚过来。有个客人对你的骚屁股感兴趣。',"Name's Kunio by the way. Now let me try calling that slut for you. Come on, come on. She is not picking up the phone. I will leave her a voice message. ''Hey, you slut! Where the fuck are you? Do you want me to upload video of you sucking my cock? Get your ass here. I have got another client that is interested in your dirty ass.''",
kuniotalk1,你为什么带着摄像机？你想录我做爱吗？拜托别这样兄弟。会给我惹麻烦的。不是副校长那边，是那个混蛋梓。,Don't place a video camera near me. I will be fucked for real just like in Magic Ring.,
kuniotalk2,瑞希把我们整个帮派打趴下的时候你也在场。我以为是个轻松的差事，结果那个婊子把我们揍惨了。,"I will be one of the boss in CB remake. If Anko is able to reach final boss without getting fucked once, Masumi will be pissed at call out the big guns which unknown to her is her boyfriend.",
kuniotalk3,所以你也暗恋留美亚·希尔福德啊。我听说她在和我学校一个叫増夫·乌鸦的男生交往。那个混蛋还对我青梅竹马的葵施了什么爱情咒语。我他妈恨死那个混蛋了。,"Well, I wouldn’t have changed much if I got Aoi as my girlfriend but I fucking hate that Karasuyama gets to fuck her everyday. I had crush on her you know.",
kuniotalk4,只要你是我兄弟就不用担心这所大学的规矩。副校长不会在意我违反一两条规矩的，他怕我爸哈哈哈……,Don’t worry about breaking the sex rule in the college. Vice principle will do jack shit about it since he himself indulges in sex with a few students. He also let me do whatever I want because he is scared of my father.,
kuniotalk5,记得你会接到和助手做爱的可选任务吗？那些是我给你的。我录下来在VideoTube上卖。,I give you money for optional sex related objective.,
kuniohatetalk1,该死！我忙着干她没注意到你在这里放了摄像机。我发誓等梓惩罚完我，我就去找你妈，和我朋友们狠狠地操她。你这个混蛋！,Well I did not see your fucking video camera rolling and now I have to pay it with my ass. It was good having my cock back even if it was just for a month.,
kuniohatetalk2,为了你对我做的这件好事，我一定会好好操你女朋友的。你可以用你的摄像机随便录，狗娘养的。,Did I ever fucked your girlfriend that you went ahead and caused me trouble with your camera?,
kuniohatetalk3,该死！该死！梓会发现我在开性爱派对的。我完了！他一定会让那个混蛋増夫来羞辱我的。操！,Azusa will make me into Kasumi again and fuck me with his friend Karasuyama. I just hope he doesn’t fuck me like he did in that bathroom at Mei’s house in Magic Ring.,
namekunio,香：,Kunio:,
wendytallsextalk1,太一亲爱的，没能成为你的第一个我很嫉妒，但我很高兴能成为那个满足你一辈子欲望的人。,"Taichi honey, I'm jealous I didn't get to be your first but I'm happy to be the one to keep your urges satisfied for the rest of our lives.",
wendytallsextalk2,小心点亲爱的！我还不能很好地控制力量。我不想最后把你的鸡巴夹得太紧。,Be careful honey! I'm still not able to control my strength properly. I don't wanna end up squeezing your dick too hard.,
wendytallsextalk3,亲爱的，你是最棒的。请不要停。我能感觉到你顶到我的子宫了。,"Honey, you are the best. Please don't stop. I could feel you reaching my womb.",
wendyshortsextalk1,噢……啊……没有鬼魂防护真是太爽了。你射在我里面的时候我不用担心被困住了。,Ohh.... ahhh... It's so much fun without ghost protection. I don't have to worry about getting trapped when you cum inside me.,
wendyshortsextalk2,太一，亲爱的！我不像月子那样是受虐狂，所以拜托。温柔一点。这个身体很脆弱的。,"Taichi, honey! I'm not a masochist like Tsukiko so please. Be gentle. This body is very delicate.",
wendyshortsextalk3,我等这一刻等了一整天。把你的一切都给我。射在我里面。让我怀孕吧。,I was waiting for this moment the whole day. Give me all you got. Blow your load inside me. Put a bun in my oven.,
wendyjudysextalk1,（写字……）哦天哪……太一亲爱的你操这个娃娃的时候好热情啊。我现在嫉妒你更爱这个女人的身体了。,(Writing...) Oh my... Taichi honey you are very enthusiastic when it comes to fuck this doll. I'm now jealous that you love this women's as more.,
wendyjudysextalk2,（写字……）我讨厌这个容器。我感受不到你身体的温暖。请帮我找一个新的。,(Writing...) I hate this vessel. I can't feel the warmth of you body with it. Please find me new one.,
wendyjudysextalk3,（写字……）看看你……这是你最喜欢操的洞对吧？让我想起了我们第一次见面那天。你射了好多肛门内射才抓住我的。,"(Writing...) Look at you.... It’s your favourite hole to fuck, right? Reminds me of the day, when we first met. You gave me lots of anal creampies to capture me.",
wendytallsextalk41,亲爱的，你喘得好厉害。是这个身体太重了吗？我会多动动腰帮你的。,"Honey, you are panting a lot. Is this body too heavy? I will move my hips a lot to help you.",
wendytallsextalk42,嗷……你的鸡巴太大了。就算身体这么大，你插进我屁股的时候还是有点疼。,Oww.... you are dick is too big. Even with such large body I'm feeling a bit pain when you thrust it inside my ass.,
wendytallsextalk43,,,
wendytallsextalk44,,,
wendytallsextalk45,,,
wendyshortsextalk41,这是我最喜欢的姿势。站着的时候你从后面抱着我操我的小穴。哦……亲爱的……吻我。,This is my favourite position. Standing up while you hold me up from behind pounding my pussy. Oh.. honey... Kiss me.,
wendyshortsextalk42,你喜欢我这样动腰吧……坐好让我来伺候你。哦……我……我不想听起来像个变态，但你的鸡巴让我疯狂。,You love it when I move my hips like that.... Just sit back and let me take care of you. Oh... I... I don't wanna sound like a pervert but your cock makes me go crazy.,
wendyshortsextalk43,,"Honey, you are panting a lot. Is this body too heavy? I will move my hips a lot to help you.",
wendyshortsextalk44,,Oww.... you are dick is too big. Even with such large body I'm feeling a bit pain when you thrust it inside my ass.,
wendyshortsextalk45,,,
wendyjudysextalk41,（写字……）我以为你在让我主导……但看来你兴奋到身体自己就动起来了。,(Writing...) I thought you were letting me lead but... it seems like it excites you enough that your body move on your own.,
wendyjudysextalk42,（写字……）哦天哪……你拉扯的时候我能感觉到屁眼周围的皮肤在被撑开。不敢相信我居然在嫉妒这个人偶。,(Writing...) Oh my.... I could feel skin around my butthole stretching out as you pulling it. I can't believe I'm jealous of this doll.,
wendyjudysextalk43,,,
wendyjudysextalk44,,,
wendyjudysextalk45,,,
wendyclothsex01,亲爱的，想喝点东西吗？你操我的时候吸我的奶我会很开心的。,"Honey, do you need a quick drink? I'm more than happy if you suck my breasts while fucking me.",
wendyclothsex02,哦，天哪……你的鸡巴对这个身体来说太大了。请对我温柔一点。,"Oh, my..... Your dick is too big for this body. Please be gentle with me.",
wendyclothsex03,（写字……）亲爱的，请让我回到自己的身体里。我想感受你在我里面。这个身体有它的好处，但如果感受不到你的触碰就没意义了。,"(Writing...) Honey, please get me into my own body. I wanna feel you inside me. This body has it's perks but it's useless if I'm not able to feel your touch.",
wendyclothsex04,,,
wendyclothsex1,这件T恤是你送我的第一件礼物。人家好开心穿着它被你操。现在没人能插足我们之间了。,This tshirt is the first gift given by you. I'm so delighted I'm being fucked in it by you. No one can come between us now.,
wendyclothsex1a,（写字中……）这件T恤是你送我的第一件礼物。人家好开心穿着它被你操。现在没人能插足我们之间了。,(Writing...) This tshirt is the first gift given by you. I'm so delighted I'm being fucked in it by you. No one can come between us now.,
wendyclothsex2,你想让我念一段《大学格斗》电影里的台词吗？嗯……“我说要狠狠干一架的时候，不是那个意思啦……”,Do you want me to say a dialogue from University Scuffle movie? Umm.... ''I didn't meant sex when I said let's fucking fight...'',
wendyclothsex2a,（写字中……）你想让我念一段《大学格斗》电影里的台词吗？嗯……“我说要狠狠干一架的时候，不是那个意思啦……”,(Writing...) Do you want me to say a dialogue from University Scuffle movie? Umm.... ''I didn't meant sex when I said let's fucking fight...'',
wendyclothsex3,,,
wendyclothsex4,,,
wendyclothsex5,,,
wendysoulwelcome,亲爱的……,My love...,
wendysoulnortalk1,从搬进这栋房子那天起，我就一直希望我们之间能发生点什么。现在我们成了一对甜蜜的恋人，我好幸福。,"I always wish for something to happen between us since the day I came to this house. Now, I'm happy we end up being a such a lovely couple.",
wendysoulnortalk2,人家马上就来陪你，亲爱的……让我先把视频传上去，回完我们所有粉丝的消息。,I will be with you in a second hon... Let me finish uploading and replying to all of our fans on VideoTube.,
wendysoulnortalk3,上次任务我们干得很漂亮。看看接下来几天还有什么契约。,We did a fantastic job on our last assignment. Let's see what more contracts we have for next few days.,
wendysoulnortalk4,太一，亲爱的！你打算毕业后娶我吗？我很想和你组建家庭。我们一结婚就要个可爱的孩子。名字我都想好了。,"Taichi, honey! Do you plan to marry me after the graduation? I would be happy to start a family with you. We will have a sweet child as soon as we marry. I have already came up with their names.",
