toolusage17,"持有时按""使用键""食用。",Press 'Use Key' to eat it while holding it.,
toolusage18,"持有时按""使用键""食用。",Press 'Use Key' to eat it while holding it.,
toolusage19,"持有时按""使用键""饮用。",Press 'Use Key' to drink it while holding it.,
titlefindevi,寻找证据：-,Finding evidence:-,
titlebehave,了解行为：-,Learning Behaviour:-,
inforevi,鬼魂的种类繁多，因此我们需要收集证据来识别它的类型。你可以寻找7种类型的证据。,"There are so many types of ghost, therefore we need to gather evidences to identify it's type. There are 7 types of evidences you can look for.",
inforbehave,"你可以注意到一些鬼魂行为，无论是否使用工具。你可以通过它们来进一步缩小特定鬼魂类型的范围。这些行为包括黑暗房间中的鬼火、移动重物、地上形成水渍、打碎玻璃等。你可以在""幽灵笔记""的能力部分找到更多信息。","You can notice some of the ghost behaviours with or without tools. You can identify them to further short list a specific ghost type. This behaviours are ghost flames in a dark room, moving heavy objects, formation of puddle on floor, shattering glass, etc. You can get more info about this in abilities part in 'Ghostpedia'.",
evidenceinfo1,如果鬼魂触碰门或窗户，会在上面留下手印。用紫外线照射就能看到它们。,If ghost touch doors or windows it will leave it's handprint on it. They are visible if we shed UV light on them.,
evidenceinfo2,某些鬼魂通过涂写来交流。在鬼房附近放一本灵异笔记可以确认此证据。,Some ghost communicate using scribbles. Placing a notebook near ghost room can confirm this evidence.,
evidenceinfo3,灵异光球只有在摄像机的夜视模式下才可见。它们出现在鬼房中鬼魂出生点附近。,Ghost orbs are only visible in night mode of a video camera. They appear near spawn point of a ghost in the ghost room.,
evidenceinfo4,使用温度计检查鬼房的温度。如果低于0度，则确认此证据。,"Use thermometer to check temperature in the ghost room. If it's below 0 degree, this evidence is confirmed.",
evidenceinfo5,如果你拿着通灵盒时鬼魂经过你附近，它有可能与你交流。如果发生了，此证据即被确认。,"If you are holding an audio box and ghost passes by you, chances are it will communicate with you. If it does this evidence is confirmed.",
evidenceinfo6,当鬼魂与某物互动时，会短暂产生 EMF。可以用 EMF 读数器捕捉到。必须超过3才能确认此证据。,When a ghost interact with something it produces EMF for a while. It can be captured using an EMF reader. It must be over 3 to confirm this evidence.,
evidenceinfo7,如果你在鬼房附近放置激光投射器并在黑暗中或通过摄像机观察，你会看到鬼魂的微弱显影。,If you place a laser projector near ghost room and watch it in dark or in video camera. You will see faint apparition of a ghost.,
lunainteractions,A) 与月子的互动：-,A) Interactions with Tsukiko:-,
buyitems,1.购买物品,1.Buy Items,
lunatalk,2.交谈,2.Chat,
ktedo,3.进行 K.T.E.,3.Anal Sex,
collectibles,B) 收藏品：-,B) Collectibles:-,
lunacloths,1.月子的服装,1.Tsukiko's Outfits,
videotube,2.视频频道,2.Porn Tube,
tvchan,3.电视频道,3.Erotic Shows,
lunaintertitle,与月子的互动：-,Interaction with Tsuki:-,
lunaintetext1,根据你游玩的关卡，你将有2-3次与月子互动的机会。,Depending on the level you are playing you will game 2-3 interactions with Tsukiko.,
lunaintetext2,"如果你在调查中，你可以让月子购买物品来帮助你的调查。更多详情在""购买装备""标签页中说明。",If you are on an investigation you can ask Tsukiko to buy stuffs to help in your investigation. More details about is explained in 'Buy Equipment' tab.,
lunaintetext3,月子会和你交谈。,Luna will talk with you.,
lunaintetext4,"按""上""和""下""调整速度。这也影响填充速度。当条填满后会显示""射精""选项。你可以点击制服图标来更换她的衣服，点击当前衣服来脱掉。",Press Up or Down to adjust fuck speed. A cum button will be displayed if you are about to climax. Press on the uniform icons to change her cloths or remove them.,
collecttitle,收藏品：-,Collectibles:-,
collectinfo1,你需要收集3件套装碎片来解锁它。它们可以在调查过程中找到。,You have to collect 3 pieces of an outfit to unlock it. They can be found during your investigation.,
collectinfo2,如果你完成了契约，可以选择在这里上传视频。你可以在家用电脑上访问这个网站。,If you complete a contract you have an option to upload a video here. You can access this website on home computer.,
collectinfo3,收集粉色订阅通行证来解锁不同频道。,Collect pink subscription pass to unlock different channels.,
homecomptext,你可以通过家中的电脑阅读收集到的U盘中的日记页面，或观看你上传的鬼魂视频的反馈。,You can read Only Diary pages from collect flash drives or your leaked sex video with ghost on VideoTube.,
evidencetitle,证据：-,Evidences :-,
eviname1s,- 紫外线指纹,- UV prints,
eviname2s,- 激光显影,- Laser Apparition,
eviname3s,- 灵异光球,- Ghost Orbs,
eviname4s,- 灵异笔迹,- Writing,
eviname5s,- 寒温,- Freezing Temperature,
eviname6s,- 通灵回音,- Audio Response,
eviname7s,- EMF 4-5级,- EMF Lvl. 4-5,
textspeed,对话文本速度,Dialogue Text Speed,
slow,慢,Slow,
normal,普通,Normal,
fast,快,Fast,
ryomicloth1,上本夫人的衣服,Mrs. Usami’s Cloths,@CHANGED
ryomicloth2,辣妹装,Hot Girlfriend Cloths,@CHANGED
ryomicloth3,地球游侠制服,Earth Ranger Uniform,@CHANGED
